Id,LotFrontage,LotArea,BldgType,OverallQual,YearBuilt,MasVnrArea,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,Fireplaces,FireplaceQu,GarageCars,YrSold,SaleCondition,SalePrice
1180,77,8335,1Fam,5,1954,0,0,1124,1124,1,1,Gd,0,2006,Normal,93000
1181,NA,11170,1Fam,7,1990,0,1216,1298,2514,2,0,NA,2,2006,Normal,250000
1182,64,5587,TwnhsE,8,2008,186,1600,1652,1652,2,1,Gd,2,2008,Partial,392500
1183,160,15623,1Fam,10,1996,0,2396,2411,4476,3,2,TA,3,2007,Abnorml,745000
1184,60,10800,1Fam,5,1920,0,1120,1130,1130,1,1,Gd,2,2006,Normal,120000
1185,50,35133,1Fam,5,1963,226,1572,1572,1572,1,2,TA,3,2007,Normal,186700
1186,60,9738,1Fam,5,1924,0,784,949,1221,1,0,NA,1,2006,Normal,104900
1187,107,10615,2fmCon,3,1900,0,978,1014,1699,2,0,NA,2,2009,Abnorml,95000
1188,89,12461,1Fam,8,1994,0,1624,1624,1624,2,1,Fa,3,2006,Normal,262000
1189,68,8935,1Fam,7,2002,95,831,831,1660,2,0,NA,2,2009,Normal,195000
1190,60,7500,1Fam,7,1999,0,994,1028,1804,2,1,TA,2,2010,Normal,189000
1191,NA,32463,2fmCon,4,1961,149,1249,1622,1622,1,1,TA,4,2007,Normal,168000
1192,24,2645,Twnhs,8,1999,456,776,764,1441,2,0,NA,2,2007,Normal,174000
1193,60,9600,1Fam,5,1925,0,702,842,1472,1,0,NA,1,2007,Normal,125000
1194,NA,4500,TwnhsE,6,1999,425,1224,1224,1224,2,0,NA,2,2009,Normal,165000
1195,80,9364,1Fam,6,1969,143,663,663,1352,1,0,NA,1,2010,Normal,158000
1196,51,8029,1Fam,6,2005,0,728,728,1456,2,0,NA,2,2008,Normal,176000
1197,58,14054,1Fam,7,2006,0,879,879,1863,2,1,Gd,3,2006,Partial,219210
1198,65,8850,1Fam,7,1916,0,815,815,1690,1,1,Gd,1,2006,Normal,144000
1199,70,9100,1Fam,7,2001,0,1212,1212,1212,2,0,NA,2,2009,Normal,178000
1200,75,11235,1Fam,4,1963,51,1051,1382,1382,1,1,Po,2,2006,Normal,148000
1201,71,9353,1Fam,4,1970,0,864,864,864,1,0,NA,1,2006,Abnorml,116050
1202,80,10400,1Fam,7,1998,0,866,866,1779,2,0,NA,2,2009,Normal,197900
1203,50,6000,1Fam,5,1925,0,884,884,1348,1,1,Fa,1,2009,Normal,117000
1204,75,9750,1Fam,7,2000,171,1630,1630,1630,2,1,TA,2,2009,Normal,213000
1205,78,10140,1Fam,5,1975,0,1056,1074,1074,1,0,NA,2,2006,Normal,153500
1206,90,14684,1Fam,7,1990,234,2158,2196,2196,2,1,TA,3,2009,Normal,271900
1207,NA,8900,1Fam,4,1966,0,1056,1056,1056,1,0,NA,1,2006,Normal,107000
1208,70,9135,1Fam,6,2003,120,1682,1700,1700,2,0,NA,2,2006,Normal,200000
1209,70,7763,1Fam,5,1962,0,931,1283,1283,1,0,NA,2,2008,Normal,140000
1210,85,10182,1Fam,8,2006,420,1660,1660,1660,2,1,Gd,2,2006,Partial,290000
1211,70,11218,1Fam,6,1992,0,1055,1055,1845,2,1,TA,2,2010,Normal,189000
1212,152,12134,1Fam,8,1988,0,559,1080,1752,2,0,NA,2,2010,Normal,164000
1213,50,9340,1Fam,4,1941,0,672,672,672,1,0,NA,1,2009,Normal,113000
1214,NA,10246,1Fam,4,1965,0,648,960,960,0,0,NA,1,2006,Normal,145000
1215,69,10205,1Fam,5,1962,0,925,999,999,1,0,NA,1,2006,Normal,134500
1216,99,7094,1Fam,5,1966,0,894,894,894,1,0,NA,1,2007,Normal,125000
1217,68,8930,Duplex,6,1978,0,0,1318,1902,2,0,NA,2,2010,Normal,112000
1218,72,8640,1Fam,8,2009,72,1300,1314,1314,2,0,NA,2,2009,Partial,229456
1219,52,6240,1Fam,4,1947,0,0,672,912,1,0,NA,0,2006,Normal,80500
1220,21,1680,Twnhs,6,1971,236,672,672,1218,1,0,NA,0,2006,Abnorml,91500
1221,66,7800,1Fam,5,1964,0,912,912,912,1,0,NA,1,2006,Abnorml,115000
1222,55,8250,1Fam,5,1968,0,952,1211,1211,1,1,TA,1,2008,Normal,134000
1223,78,10496,1Fam,6,1949,320,1040,1168,1846,2,1,Gd,1,2007,Normal,143000
1224,89,10680,1Fam,5,1951,44,2136,2136,2136,2,0,NA,2,2006,Normal,137900
1225,60,15384,1Fam,7,2004,0,788,788,1490,2,1,Gd,2,2008,Normal,184000
1226,65,10482,1Fam,6,1958,63,588,1138,1138,1,0,NA,1,2007,Normal,145000
1227,86,14598,1Fam,6,2007,74,894,894,1933,2,1,Gd,3,2008,Normal,214000
1228,72,8872,1Fam,5,1965,300,912,912,912,1,0,NA,2,2008,Normal,147000
1229,65,8769,TwnhsE,9,2008,766,1702,1702,1702,1,1,Gd,3,2008,Partial,367294
1230,70,7910,1Fam,5,1960,0,1075,1507,1507,2,0,NA,1,2008,Normal,127000
1231,NA,18890,Duplex,5,1977,1,1361,1361,2620,2,1,TA,2,2007,Normal,190000
1232,70,7728,Duplex,5,1962,120,1106,1190,1190,1,0,NA,2,2006,Normal,132500
1233,70,9842,Duplex,4,1962,0,0,1224,1224,2,0,NA,2,2007,Normal,101800
1234,NA,12160,1Fam,5,1959,180,1188,1188,1188,1,0,NA,2,2010,Abnorml,142000
1235,55,8525,1Fam,5,1911,0,940,1024,1964,1,0,NA,0,2008,Abnorml,130000
1236,96,13132,1Fam,5,1914,0,747,892,1784,1,0,NA,1,2006,Normal,138887
1237,36,2628,Twnhs,7,2003,106,764,764,1626,2,0,NA,2,2010,Normal,175500
1238,41,12393,1Fam,7,2004,0,847,847,1948,2,1,Gd,2,2006,Normal,195000
1239,63,13072,1Fam,6,2005,0,1141,1141,1141,1,0,NA,2,2006,Abnorml,142500
1240,64,9037,1Fam,8,2006,32,1476,1484,1484,2,1,Gd,2,2007,Normal,265900
1241,65,8158,1Fam,7,2003,252,884,884,1768,2,0,NA,2,2008,Normal,224900
1242,83,9849,1Fam,7,2007,0,1689,1689,1689,2,0,NA,3,2007,Partial,248328
1243,85,10625,1Fam,7,1974,81,1053,1173,1173,2,2,TA,2,2010,Family,170000
1244,107,13891,1Fam,10,2006,NA,2076,2076,2076,2,1,Gd,3,2006,Partial,465000
1245,NA,11435,1Fam,8,1929,0,792,792,1517,1,2,Gd,2,2006,Normal,230000
1246,78,12090,1Fam,6,1984,74,585,1140,1868,3,1,TA,2,2007,Abnorml,178000
1247,65,8125,1Fam,7,2005,0,756,756,1553,2,0,NA,2,2006,Partial,186500
1248,NA,12328,1Fam,6,1976,335,1012,1034,1034,1,0,NA,3,2010,Normal,169900
1249,60,9600,1Fam,6,1917,0,735,1134,2058,1,1,Gd,2,2008,Normal,129500
1250,60,7200,1Fam,5,1950,0,876,988,988,1,0,NA,1,2007,Normal,119000
1251,93,11160,1Fam,7,1968,0,2110,2110,2110,2,2,TA,2,2010,Normal,244000
1252,NA,3136,TwnhsE,7,2003,163,1405,1405,1405,2,1,Gd,2,2006,Normal,171750
1253,62,9858,1Fam,5,1968,0,864,874,874,1,0,NA,1,2009,Normal,130000
1254,NA,17542,1Fam,7,1974,0,1192,1516,2167,2,2,Gd,2,2007,Normal,294000
1255,60,6931,1Fam,7,2003,92,746,760,1656,2,1,Gd,2,2008,Normal,165400
1256,52,6240,1Fam,6,1931,0,884,959,1367,1,1,Gd,1,2007,Normal,127500
1257,91,14303,1Fam,8,1994,554,1986,1987,1987,2,1,TA,2,2008,Normal,301500
1258,56,4060,1Fam,5,1922,0,864,864,864,1,0,NA,0,2009,Normal,99900
1259,59,9587,1Fam,7,2005,182,856,1166,1166,2,0,NA,2,2008,Normal,190000
1260,65,9750,1Fam,6,1969,0,1054,1054,1054,1,0,NA,2,2008,Normal,151000
1261,NA,24682,1Fam,6,1999,0,841,892,1675,2,1,TA,2,2009,Normal,181000
1262,80,9600,1Fam,5,1956,0,1050,1050,1050,1,0,NA,1,2009,Normal,128900
1263,NA,11250,1Fam,4,1957,0,1104,1104,1788,1,2,TA,1,2009,Normal,161500
1264,60,13515,1Fam,6,1919,0,764,1060,1824,1,1,Gd,2,2007,Normal,180500
1265,34,4060,TwnhsE,6,1998,0,1405,1337,1337,2,0,NA,2,2008,Abnorml,181000
1266,35,3735,TwnhsE,7,1999,218,691,713,1452,2,0,NA,2,2006,Normal,183900
1267,60,10120,2fmCon,7,1910,0,925,964,1889,1,1,Gd,1,2007,Normal,122000
1268,89,13214,1Fam,9,2008,0,2002,2018,2018,2,1,Gd,3,2010,Normal,378500
1269,NA,14100,1Fam,8,1935,632,728,1968,3447,3,2,Gd,3,2008,Normal,381000
1270,78,11344,1Fam,5,1958,180,874,874,1524,1,0,NA,1,2007,Normal,144000
1271,NA,23595,1Fam,7,1979,0,1332,1332,1524,0,1,TA,2,2010,Normal,260000
1272,NA,9156,1Fam,6,1968,0,1489,1489,1489,2,1,Gd,2,2009,Normal,185750
1273,NA,13526,1Fam,5,1965,114,935,935,935,1,0,NA,1,2006,Normal,137000
1274,124,11512,1Fam,6,1959,84,1019,1357,1357,1,1,Gd,1,2008,Normal,177000
1275,53,5362,1Fam,5,1910,0,661,661,1250,2,1,Gd,2,2007,Normal,139000
1276,95,11345,Duplex,5,1948,567,928,928,1920,2,0,NA,2,2007,Normal,137000
1277,NA,12936,1Fam,6,1972,0,723,735,1395,1,1,TA,2,2009,Normal,162000
1278,NA,17871,1Fam,6,1967,359,1680,1724,1724,1,1,Gd,2,2009,Normal,197900
1279,75,9473,1Fam,8,2002,NA,1128,1128,2031,2,1,Gd,2,2008,Normal,237000
1280,60,7500,1Fam,4,1920,0,698,698,1128,1,0,NA,2,2010,Abnorml,68400
1281,67,9808,1Fam,7,2002,110,1573,1573,1573,2,0,NA,2,2009,Normal,227000
1282,50,8049,1Fam,7,1990,54,1309,1339,1339,2,1,TA,2,2006,Normal,180000
1283,61,8800,1Fam,5,1977,0,1040,1040,1040,2,0,NA,2,2009,Normal,150500
1284,94,9400,Duplex,6,1971,0,912,912,1824,2,0,NA,0,2010,Normal,139000
1285,50,9638,1Fam,6,1919,0,804,1699,2447,2,1,Gd,1,2010,Normal,169000
1286,50,6000,1Fam,6,1939,0,780,825,1412,1,1,Gd,1,2009,Normal,132500
1287,NA,9790,1Fam,6,1963,451,1328,1328,1328,1,2,Gd,2,2010,Normal,143000
1288,NA,36500,1Fam,5,1964,621,1624,1582,1582,2,0,NA,2,2006,Normal,190000
1289,40,5664,TwnhsE,8,2000,0,1501,1659,1659,2,1,Ex,2,2009,Normal,278000
1290,86,11065,1Fam,8,2006,788,1085,1120,1970,2,1,Gd,3,2006,Partial,281000
1291,NA,14112,1Fam,5,1964,86,1152,1152,1152,1,1,Gd,2,2010,Normal,180500
1292,21,1680,Twnhs,5,1972,268,630,630,1302,2,0,NA,1,2009,Normal,119500
1293,60,6600,1Fam,5,1892,0,994,1378,2372,2,0,NA,1,2009,Normal,107500
1294,78,10140,1Fam,7,1976,0,832,832,1664,2,1,TA,2,2006,Normal,162900
1295,60,8172,1Fam,5,1955,0,864,864,864,1,0,NA,2,2006,Normal,115000
1296,70,8400,1Fam,5,1968,168,1052,1052,1052,1,0,NA,1,2006,Normal,138500
1297,80,8700,1Fam,5,1963,148,1120,1128,1128,2,0,NA,2,2008,Normal,155000
1298,35,3675,TwnhsE,6,2005,82,547,1072,1072,2,0,NA,2,2006,Partial,140000
1299,313,63887,1Fam,10,2008,796,6110,4692,5642,2,3,Gd,2,2008,Partial,160000
1300,75,7500,1Fam,5,1959,0,1246,1246,1246,1,0,NA,1,2010,Normal,154000
1301,NA,10762,1Fam,7,1999,344,978,1005,1983,2,1,TA,2,2009,Normal,225000
1302,NA,7500,1Fam,6,1942,0,771,753,1494,1,2,Gd,1,2009,Normal,177500
1303,92,10120,1Fam,8,1994,391,1165,1203,2526,2,1,TA,3,2006,Normal,290000
1304,73,8688,1Fam,7,2005,228,1616,1616,1616,2,0,NA,3,2006,Normal,232000
1305,32,3363,TwnhsE,7,2004,117,976,976,1708,2,0,NA,2,2006,Normal,130000
1306,108,13173,1Fam,9,2006,300,1652,1652,1652,2,2,Ex,2,2009,Normal,325000
1307,48,6955,TwnhsE,7,2005,94,1368,1368,1368,2,1,Gd,2,2006,Partial,202500
1308,60,8072,1Fam,5,1994,0,990,990,990,1,0,NA,2,2009,Normal,138000
1309,100,12000,1Fam,5,1948,0,924,1122,1122,1,0,NA,2,2008,Normal,147000
1310,NA,7153,1Fam,6,1991,88,1278,1294,1294,2,0,NA,2,2008,Normal,179200
1311,100,17500,1Fam,7,1959,0,1902,1902,1902,2,2,TA,2,2010,Normal,335000
1312,68,8814,1Fam,7,2005,80,1274,1274,1274,2,0,NA,2,2007,Partial,203000
1313,NA,9572,1Fam,8,1990,336,1453,1453,2810,2,1,Ex,2,2007,Normal,302000
1314,108,14774,1Fam,9,1999,165,1393,1422,2599,2,1,TA,3,2010,Normal,333168
1315,60,8190,1Fam,4,1954,0,948,948,948,1,1,TA,1,2007,Normal,119000
1316,85,11075,1Fam,6,1969,0,952,1092,2112,2,2,Gd,2,2008,Normal,206900
1317,61,10226,1Fam,8,2008,270,1622,1630,1630,2,1,Gd,3,2009,Normal,295493
1318,47,4230,TwnhsE,7,2006,0,1352,1352,1352,2,1,Gd,2,2007,Partial,208900
1319,NA,14781,1Fam,8,2001,178,1753,1787,1787,2,1,TA,3,2006,Normal,275000
1320,75,10215,1Fam,4,1954,132,864,948,948,1,0,NA,1,2007,Normal,111000
1321,70,8400,1Fam,6,1957,0,1478,1478,1478,1,2,Gd,2,2009,Normal,156500
1322,NA,6627,1Fam,3,1949,0,0,720,720,1,0,NA,1,2008,Normal,72500
1323,107,10186,1Fam,7,1992,0,750,1061,1923,2,1,TA,2,2010,Normal,190000
1324,50,5330,1Fam,4,1940,0,420,708,708,1,0,NA,0,2009,Normal,82500
1325,75,9986,1Fam,8,2006,428,1795,1795,1795,2,1,Gd,3,2007,Partial,147000
1326,40,3636,1Fam,4,1922,0,796,796,796,1,0,NA,0,2008,Normal,55000
1327,70,4270,1Fam,3,1931,0,544,774,774,1,0,NA,0,2007,Normal,79000
1328,60,6600,1Fam,5,1982,0,816,816,816,1,1,Ex,1,2008,Normal,130500
1329,60,10440,1Fam,6,1920,0,1510,1584,2792,2,2,TA,2,2008,Normal,256000
1330,63,9084,1Fam,7,1998,0,935,955,1632,2,1,TA,2,2006,Normal,176500
1331,85,10000,1Fam,8,2006,410,1588,1588,1588,2,1,Gd,3,2007,Normal,227000
1332,55,10780,1Fam,5,1976,0,911,954,954,1,0,NA,2,2006,Normal,132500
1333,67,8877,1Fam,4,1938,0,816,816,816,1,1,Gd,1,2009,Normal,100000
1334,60,7200,1Fam,5,1938,0,803,803,1360,1,0,NA,1,2006,Normal,125500
1335,24,2368,TwnhsE,5,1970,312,765,765,1365,1,0,NA,2,2009,Normal,125000
1336,80,9650,1Fam,6,1977,360,1350,1334,1334,2,1,TA,2,2009,Normal,167900
1337,87,9246,Duplex,5,1973,564,1656,1656,1656,2,0,NA,2,2008,Normal,135000
1338,153,4118,1Fam,4,1941,0,693,693,693,1,0,NA,0,2006,Normal,52500
1339,95,13450,1Fam,7,2002,0,916,920,1861,2,0,NA,2,2006,Normal,200000
1340,120,9560,1Fam,5,1972,0,864,864,864,1,0,NA,1,2006,Normal,128500
1341,70,8294,1Fam,4,1971,0,858,872,872,1,0,NA,4,2007,Normal,123000
1342,66,13695,1Fam,6,2003,0,1114,1114,1114,1,0,NA,2,2008,Normal,155000
1343,NA,9375,1Fam,8,2002,149,1284,1284,2169,2,1,Gd,2,2007,Normal,228500
1344,57,7558,1Fam,6,1928,0,896,1172,1913,1,1,TA,2,2009,Normal,177000
1345,85,11103,1Fam,7,2006,0,728,728,1456,2,1,TA,2,2007,Partial,155835
1346,50,6000,1Fam,4,1920,0,960,960,960,1,0,NA,1,2007,Normal,108500
1347,NA,20781,1Fam,7,1968,0,1568,2156,2156,2,1,Gd,2,2006,Normal,262500
1348,93,15306,1Fam,8,2006,100,1732,1776,1776,2,1,Gd,3,2007,Partial,283463
1349,NA,16196,1Fam,7,1998,0,1482,1494,1494,2,1,Fa,2,2007,Normal,215000
1350,50,5250,1Fam,8,1872,0,684,938,2358,2,0,NA,0,2008,Normal,122000
1351,91,11643,Duplex,5,1969,368,1248,1338,2634,2,0,NA,4,2009,Normal,200000
1352,70,9247,1Fam,6,1962,318,858,858,1716,1,1,Gd,2,2008,Normal,171000
1353,50,6000,1Fam,6,1937,0,698,786,1176,1,0,NA,2,2009,Normal,134900
1354,56,14720,1Fam,8,1995,579,2033,2053,3238,2,1,Ex,3,2010,Normal,410000
1355,NA,10316,1Fam,7,2000,0,992,992,1865,2,1,TA,3,2008,Normal,235000
1356,102,10192,1Fam,7,1968,143,570,1222,1920,3,1,TA,2,2006,Normal,170000
1357,NA,9477,1Fam,5,1966,65,864,892,892,1,0,NA,1,2008,Normal,110000
1358,NA,12537,1Fam,5,1971,0,1078,1078,1078,1,1,Fa,2,2010,Normal,149900
1359,NA,2117,Twnhs,6,2000,216,756,769,1573,2,0,NA,2,2010,Normal,177500
1360,129,16737,1Fam,9,2004,66,1980,1980,1980,2,1,Gd,3,2006,Normal,315000
1361,51,9842,1Fam,5,1921,0,612,990,2601,3,0,NA,2,2008,Normal,189000
1362,124,16158,1Fam,7,2005,16,1530,1530,1530,2,1,Gd,2,2009,Normal,260000
1363,NA,12513,1Fam,4,1920,0,715,1281,1738,2,1,Gd,1,2009,Normal,104900
1364,73,8499,1Fam,6,2006,0,616,616,1412,2,1,Gd,2,2007,Partial,156932
1365,30,3180,TwnhsE,7,2005,0,600,520,1200,2,0,NA,2,2006,Abnorml,144152
1366,NA,7500,1Fam,7,2000,0,814,814,1674,2,0,NA,2,2010,Normal,216000
1367,68,9179,1Fam,7,1999,158,873,882,1790,2,0,NA,2,2008,Abnorml,193000
1368,41,2665,TwnhsE,5,1977,0,757,925,1475,2,1,TA,1,2006,Normal,127000
1369,NA,4435,TwnhsE,6,2003,170,848,848,848,1,0,NA,2,2009,Normal,144000
1370,48,10635,1Fam,8,2003,171,1657,1668,1668,2,1,TA,2,2010,Normal,232000
1371,90,5400,1Fam,4,1920,0,840,840,1374,1,0,NA,1,2009,Normal,105000
1372,80,9600,1Fam,6,1955,0,992,1661,1661,1,1,TA,1,2008,Normal,165500
1373,75,9750,1Fam,7,1998,0,1108,1108,2097,2,1,TA,2,2006,Normal,274300
1374,NA,11400,1Fam,10,2001,705,2633,2633,2633,2,2,Gd,3,2007,Normal,466500
1375,85,10625,1Fam,7,2005,0,1026,1026,1958,2,1,Gd,3,2008,Normal,250000
1376,89,10991,1Fam,8,2007,80,1571,1571,1571,2,1,Gd,3,2007,Partial,239000
1377,52,6292,1Fam,6,1930,0,768,790,790,1,0,NA,1,2008,Normal,91000
1378,60,10998,1Fam,5,1941,0,984,984,1604,2,0,NA,2,2009,Normal,117000
1379,21,1953,Twnhs,6,1973,408,483,483,987,1,0,NA,1,2006,Normal,83000
1380,73,9735,1Fam,5,2006,0,384,754,1394,2,0,NA,2,2008,Normal,167500
1381,45,8212,1Fam,3,1914,0,864,864,864,1,0,NA,1,2010,Normal,58500
1382,NA,12925,1Fam,6,1970,0,1205,2117,2117,2,2,Gd,2,2008,Normal,237500
1383,60,7200,1Fam,7,1920,0,596,998,1762,1,0,NA,2,2006,Normal,157000
1384,NA,25339,1Fam,5,1918,0,816,1416,1416,2,0,NA,2,2007,Normal,112000
1385,60,9060,1Fam,6,1939,0,560,698,1258,1,0,NA,1,2009,Normal,105000
1386,40,5436,1Fam,4,1922,0,796,796,1154,1,0,NA,1,2010,Normal,125500
1387,80,16692,1Fam,7,1978,184,1392,1392,2784,3,2,TA,2,2006,Normal,250000
1388,60,8520,1Fam,6,1916,0,714,1664,2526,2,1,Gd,1,2007,Family,136000
1389,42,14892,1Fam,9,2006,160,1746,1746,1746,2,2,Gd,3,2009,Normal,377500
1390,60,6000,1Fam,6,1941,0,735,869,1218,1,1,Gd,2,2007,Normal,131000
1391,70,9100,1Fam,7,2000,244,1525,1525,1525,2,0,NA,2,2006,Normal,235000
1392,65,8944,Duplex,5,1967,0,1584,1584,1584,2,0,NA,3,2009,Normal,124000
1393,68,7838,1Fam,5,1967,0,864,900,900,1,1,Po,1,2006,Normal,123000
1394,60,10800,2fmCon,6,1905,0,482,1221,1912,2,1,TA,2,2008,Normal,163000
1395,53,4045,TwnhsE,7,2006,45,1356,1500,1500,2,1,Gd,3,2006,Partial,246578
1396,88,12665,1Fam,8,2005,245,1094,1133,2482,2,1,Gd,3,2007,Normal,281213
1397,NA,57200,1Fam,5,1948,0,747,1687,1687,1,2,TA,2,2010,Normal,160000
1398,51,6120,1Fam,5,1920,0,939,939,1513,1,0,NA,1,2007,Normal,137500
1399,60,7200,1Fam,5,1950,0,1208,1136,1904,1,0,NA,1,2009,Normal,138000
1400,51,6171,1Fam,6,1925,0,976,1160,1608,2,1,Gd,1,2009,Normal,137450
1401,50,6000,1Fam,6,1929,0,862,950,1158,1,1,Gd,1,2008,Normal,120000
1402,62,7415,1Fam,6,2004,0,839,864,1593,2,1,TA,2,2008,Normal,193000
1403,64,6762,1Fam,7,2006,0,1286,1294,1294,2,1,Gd,2,2006,Partial,193879
1404,49,15256,1Fam,8,2007,84,1485,1464,1464,2,0,NA,3,2007,Normal,282922
1405,60,10410,1Fam,3,1915,0,672,694,1214,1,0,NA,3,2006,Family,105000
1406,44,3842,TwnhsE,8,2004,174,1594,1646,1646,2,1,Gd,2,2008,Normal,275000
1407,70,8445,1Fam,5,1972,0,768,768,768,1,0,NA,2,2009,Normal,133000
1408,NA,8780,1Fam,5,1985,0,833,833,833,1,0,NA,0,2009,Normal,112000
1409,60,7740,1Fam,4,1910,0,622,741,1363,1,0,NA,2,2010,Normal,125500
1410,46,20544,1Fam,7,1986,123,791,1236,2093,2,1,TA,2,2008,Normal,215000
1411,79,12420,1Fam,7,2001,0,944,944,1840,2,0,NA,2,2009,Normal,230000
1412,80,9600,1Fam,6,1950,0,856,1112,1668,1,0,NA,1,2009,Normal,140000
1413,60,7200,Duplex,4,1949,0,0,1040,1040,2,0,NA,2,2009,Normal,90000
1414,88,10994,1Fam,8,2005,366,1844,1844,1844,2,1,Gd,2,2009,Abnorml,257000
1415,64,13053,1Fam,6,1923,0,833,1053,1848,1,1,Gd,2,2008,Normal,207000
1416,51,3635,TwnhsE,7,2007,130,1386,1569,1569,2,1,TA,3,2009,Normal,175900
1417,60,11340,2fmCon,4,1885,0,777,1246,2290,2,0,NA,2,2010,Normal,122500
1418,NA,16545,1Fam,8,1998,731,1284,1310,2450,2,1,TA,3,2009,Normal,340000
1419,71,9204,1Fam,5,1963,0,1144,1144,1144,1,0,NA,1,2008,Normal,124000
1420,NA,16381,1Fam,6,1969,312,1844,1844,1844,2,1,TA,2,2006,Normal,223000
1421,90,11700,1Fam,6,1968,420,708,708,1416,2,1,TA,2,2006,Normal,179900
1422,53,4043,TwnhsE,6,1977,0,1069,1069,1069,2,1,Fa,2,2010,Normal,127500
1423,37,4435,TwnhsE,6,2003,170,848,848,848,1,0,NA,2,2008,Normal,136500
1424,NA,19690,1Fam,6,1966,0,697,1575,2201,2,1,Gd,2,2006,Alloca,274970
1425,NA,9503,1Fam,5,1958,0,1024,1344,1344,1,1,TA,1,2007,Normal,144000
1426,80,10721,1Fam,6,1959,243,1252,1252,1252,1,0,NA,2,2008,Normal,142000
1427,81,10944,1Fam,7,1994,448,1223,1223,2127,2,2,TA,2,2008,Normal,271000
1428,60,10930,1Fam,5,1945,0,913,1048,1558,1,1,TA,1,2008,Normal,140000
1429,60,7200,1Fam,5,1940,294,788,804,804,1,2,Gd,1,2010,Abnorml,119000
1430,NA,12546,1Fam,6,1981,310,1440,1440,1440,2,1,TA,2,2007,Normal,182900
1431,60,21930,1Fam,5,2005,0,732,734,1838,2,1,Gd,2,2006,Normal,192140
1432,NA,4928,TwnhsE,6,1976,0,958,958,958,2,0,NA,2,2009,Normal,143750
1433,60,10800,1Fam,4,1927,0,656,968,968,2,0,NA,1,2007,Normal,64500
1434,93,10261,1Fam,6,2000,318,936,962,1792,2,1,TA,2,2008,Normal,186500
1435,80,17400,1Fam,5,1977,0,1126,1126,1126,2,1,Gd,2,2006,Normal,160000
1436,80,8400,1Fam,6,1962,237,1319,1537,1537,1,1,Gd,2,2008,Abnorml,174000
1437,60,9000,1Fam,4,1971,0,864,864,864,1,0,NA,2,2007,Normal,120500
1438,96,12444,1Fam,8,2008,426,1932,1932,1932,2,1,Gd,3,2008,Partial,394617
1439,90,7407,1Fam,6,1957,0,912,1236,1236,1,0,NA,2,2010,Normal,149700
1440,80,11584,1Fam,7,1979,96,539,1040,1725,2,1,TA,2,2007,Normal,197000
1441,79,11526,1Fam,6,1922,0,588,1423,2555,2,1,Gd,2,2008,Normal,191000
1442,NA,4426,TwnhsE,6,2004,147,848,848,848,1,1,TA,2,2008,Normal,149300
1443,85,11003,1Fam,10,2008,160,1017,1026,2007,2,1,Ex,3,2009,Normal,310000
1444,NA,8854,1Fam,6,1916,0,952,952,952,1,1,Gd,1,2009,Normal,121000
1445,63,8500,1Fam,7,2004,106,1422,1422,1422,2,0,NA,2,2007,Normal,179600
1446,70,8400,1Fam,6,1966,0,814,913,913,1,0,NA,1,2007,Normal,129000
1447,NA,26142,1Fam,5,1962,189,1188,1188,1188,1,0,NA,1,2010,Normal,157900
1448,80,10000,1Fam,8,1995,438,1220,1220,2090,2,1,TA,2,2007,Normal,240000
1449,70,11767,1Fam,4,1910,0,560,796,1346,1,0,NA,1,2007,Normal,112000
1450,21,1533,Twnhs,5,1970,0,630,630,630,1,0,NA,0,2006,Abnorml,92000
1451,60,9000,Duplex,5,1974,0,896,896,1792,2,0,NA,0,2009,Normal,136000
1452,78,9262,1Fam,8,2008,194,1573,1578,1578,2,1,Gd,3,2009,Partial,287090
1453,35,3675,TwnhsE,5,2005,80,547,1072,1072,1,0,NA,2,2006,Normal,145000
1454,90,17217,1Fam,5,2006,0,1140,1140,1140,1,0,NA,0,2006,Abnorml,84500
1455,62,7500,1Fam,7,2004,0,1221,1221,1221,2,0,NA,2,2009,Normal,185000
1456,62,7917,1Fam,6,1999,0,953,953,1647,2,1,TA,2,2007,Normal,175000
1457,85,13175,1Fam,6,1978,119,1542,2073,2073,2,2,TA,2,2010,Normal,210000
1458,66,9042,1Fam,7,1941,0,1152,1188,2340,2,2,Gd,1,2010,Normal,266500
1459,68,9717,1Fam,5,1950,0,1078,1078,1078,1,0,NA,1,2010,Normal,142125
1460,75,9937,1Fam,5,1965,0,1256,1256,1256,1,0,NA,1,2008,Normal,147500
